algorithm,N,M,adjust_sample_adaptive,compute_cost_matrix,get_accum_cost_and_steps,retrieve_path,adjust_sample
DTW3,30000,30000,5.245208740234375e-06,9.435321569442749,17.906594038009644,0.015948057174682617,2.384185791015625e-06
DTW3,30000,60000,6.198883056640625e-06,18.36829137802124,35.7945122718811,0.012233257293701172,2.384185791015625e-06
DTW3,30000,60000,6.67572021484375e-06,18.947782039642334,35.789324045181274,0.012525320053100586,1.6689300537109375e-06
DTW3,30000,60000,5.4836273193359375e-06,18.88219404220581,35.77643585205078,0.012167930603027344,1.430511474609375e-06
DTW3,30000,60000,6.198883056640625e-06,18.348626375198364,35.79387664794922,0.01224374771118164,2.384185791015625e-06
DTW3,30000,60000,6.198883056640625e-06,18.355035543441772,35.7804913520813,0.012240886688232422,7.152557373046875e-07
DTW3,30000,60000,7.62939453125e-06,18.945656299591064,35.772539138793945,0.012372016906738281,1.6689300537109375e-06
DTW3,30000,60000,6.4373016357421875e-06,18.880906581878662,35.796074628829956,0.015049219131469727,2.1457672119140625e-06
DTW3,30000,60000,7.3909759521484375e-06,18.346402645111084,35.813583850860596,0.012185096740722656,2.384185791015625e-06
DTW3,30000,60000,5.245208740234375e-06,18.36749577522278,35.76618528366089,0.012250423431396484,1.430511474609375e-06
DTW3,30000,60000,5.7220458984375e-06,18.938334465026855,35.77763056755066,0.012480974197387695,9.5367431640625e-07
DTW3,30000,120000,5.7220458984375e-06,36.70590353012085,75.20707035064697,0.026209592819213867,2.1457672119140625e-06
DTW3,30000,120000,7.867813110351562e-06,36.693767070770264,75.23699164390564,0.02733135223388672,1.9073486328125e-06
DTW3,30000,120000,6.9141387939453125e-06,36.717714071273804,75.02996277809143,0.026059865951538086,2.384185791015625e-06
DTW3,30000,120000,7.867813110351562e-06,37.64876103401184,74.40591263771057,0.026236534118652344,2.1457672119140625e-06
DTW3,30000,120000,8.58306884765625e-06,36.58944582939148,74.47565650939941,0.026282072067260742,2.1457672119140625e-06
DTW3,30000,120000,8.106231689453125e-06,37.64649939537048,74.34402823448181,0.026398181915283203,1.9073486328125e-06
DTW3,30000,120000,7.152557373046875e-06,36.59555768966675,74.3729612827301,0.025996685028076172,2.1457672119140625e-06
DTW3,30000,120000,7.152557373046875e-06,37.65127897262573,74.31942701339722,0.025727272033691406,2.384185791015625e-06
DTW3,30000,120000,6.9141387939453125e-06,36.61515235900879,74.3499915599823,0.02592611312866211,1.6689300537109375e-06
DTW3,30000,120000,7.867813110351562e-06,37.656816720962524,74.28617143630981,0.026373624801635742,1.9073486328125e-06
DTW4,100,100,6.67572021484375e-06,0.00012969970703125,0.0002505779266357422,3.743171691894531e-05,9.5367431640625e-07
DTW4,100,100,1.430511474609375e-06,0.00010609626770019531,0.000148773193359375,1.1682510375976562e-05,4.76837158203125e-07
DTW4,100,100,1.1920928955078125e-06,0.000102996826171875,0.00014400482177734375,1.0967254638671875e-05,4.76837158203125e-07
DTW4,100,100,9.5367431640625e-07,0.00010251998901367188,0.0001418590545654297,1.049041748046875e-05,2.384185791015625e-07
DTW4,100,100,9.5367431640625e-07,0.00010824203491210938,0.00013327598571777344,9.775161743164062e-06,2.384185791015625e-07
DTW4,100,100,1.1920928955078125e-06,9.560585021972656e-05,0.0001327991485595703,9.5367431640625e-06,4.76837158203125e-07
DTW4,100,100,1.1920928955078125e-06,0.00010609626770019531,0.0001766681671142578,1.1920928955078125e-05,4.76837158203125e-07
DTW4,100,100,7.152557373046875e-07,0.00010657310485839844,0.00014638900756835938,1.0013580322265625e-05,4.76837158203125e-07
DTW4,100,100,7.152557373046875e-07,0.00010585784912109375,0.00014591217041015625,1.049041748046875e-05,4.76837158203125e-07
DTW4,100,100,1.1920928955078125e-06,0.00010561943054199219,0.0001461505889892578,1.0013580322265625e-05,4.76837158203125e-07
DTW4,100,200,1.1920928955078125e-06,0.00020456314086914062,0.0002956390380859375,1.3589859008789062e-05,2.384185791015625e-07
DTW4,100,200,9.5367431640625e-07,0.0002028942108154297,0.00027871131896972656,1.2636184692382812e-05,4.76837158203125e-07
DTW4,100,200,9.5367431640625e-07,0.00018835067749023438,0.0002503395080566406,1.1444091796875e-05,2.384185791015625e-07
DTW4,100,200,1.1920928955078125e-06,0.00018668174743652344,0.0002493858337402344,1.0728836059570312e-05,2.384185791015625e-07
DTW4,100,200,9.5367431640625e-07,0.00018668174743652344,0.00024819374084472656,1.0967254638671875e-05,4.76837158203125e-07
DTW4,100,200,9.5367431640625e-07,0.0001895427703857422,0.00024771690368652344,1.0728836059570312e-05,2.384185791015625e-07
DTW4,100,200,9.5367431640625e-07,0.00018596649169921875,0.0002465248107910156,1.0967254638671875e-05,4.76837158203125e-07
DTW4,100,200,9.5367431640625e-07,0.00018596649169921875,0.00024366378784179688,1.0967254638671875e-05,2.384185791015625e-07
DTW4,100,200,9.5367431640625e-07,0.0001857280731201172,0.00024580955505371094,1.1682510375976562e-05,2.384185791015625e-07
DTW4,100,200,9.5367431640625e-07,0.00021958351135253906,0.00026297569274902344,1.1682510375976562e-05,4.76837158203125e-07
DTW4,100,400,1.1920928955078125e-06,0.0003895759582519531,0.0006380081176757812,1.9788742065429688e-05,7.152557373046875e-07
DTW4,100,400,1.1920928955078125e-06,0.0003724098205566406,0.0005123615264892578,1.5974044799804688e-05,7.152557373046875e-07
DTW4,100,400,9.5367431640625e-07,0.0003669261932373047,0.0004856586456298828,1.5735626220703125e-05,4.76837158203125e-07
DTW4,100,400,1.1920928955078125e-06,0.0003731250762939453,0.0004858970642089844,1.5735626220703125e-05,4.76837158203125e-07
DTW4,100,400,9.5367431640625e-07,0.00036644935607910156,0.0004837512969970703,1.5974044799804688e-05,9.5367431640625e-07
DTW4,100,400,9.5367431640625e-07,0.0003669261932373047,0.00048422813415527344,1.5735626220703125e-05,4.76837158203125e-07
DTW4,100,400,9.5367431640625e-07,0.00036644935607910156,0.00048422813415527344,1.5735626220703125e-05,7.152557373046875e-07
DTW4,100,400,9.5367431640625e-07,0.0003666877746582031,0.0004901885986328125,1.621246337890625e-05,4.76837158203125e-07
DTW4,100,400,9.5367431640625e-07,0.0003666877746582031,0.0004839897155761719,1.621246337890625e-05,4.76837158203125e-07
DTW4,100,400,9.5367431640625e-07,0.00036644935607910156,0.0004832744598388672,1.5497207641601562e-05,7.152557373046875e-07
DTW4,300,300,1.430511474609375e-06,0.0008690357208251953,0.0013606548309326172,2.002716064453125e-05,4.76837158203125e-07
DTW4,300,300,9.5367431640625e-07,0.0008256435394287109,0.0010879039764404297,1.8835067749023438e-05,4.76837158203125e-07
DTW4,300,300,9.5367431640625e-07,0.0008137226104736328,0.0010724067687988281,1.8596649169921875e-05,7.152557373046875e-07
DTW4,300,300,1.1920928955078125e-06,0.0008141994476318359,0.0010623931884765625,1.8358230590820312e-05,4.76837158203125e-07
DTW4,300,300,9.5367431640625e-07,0.0008151531219482422,0.001069784164428711,1.8596649169921875e-05,7.152557373046875e-07
DTW4,300,300,1.430511474609375e-06,0.0008137226104736328,0.0010619163513183594,1.8358230590820312e-05,4.76837158203125e-07
DTW4,300,300,1.1920928955078125e-06,0.0008144378662109375,0.0010695457458496094,1.8835067749023438e-05,4.76837158203125e-07
DTW4,300,300,9.5367431640625e-07,0.0008153915405273438,0.0010614395141601562,1.8358230590820312e-05,7.152557373046875e-07
DTW4,300,300,9.5367431640625e-07,0.0008156299591064453,0.0010743141174316406,1.8596649169921875e-05,4.76837158203125e-07
DTW4,300,300,9.5367431640625e-07,0.0008141994476318359,0.00106048583984375,1.8596649169921875e-05,4.76837158203125e-07
DTW4,300,600,9.5367431640625e-07,0.0017201900482177734,0.0022542476654052734,2.4557113647460938e-05,7.152557373046875e-07
DTW4,300,600,9.5367431640625e-07,0.001646280288696289,0.0021266937255859375,2.384185791015625e-05,4.76837158203125e-07
DTW4,300,600,9.5367431640625e-07,0.0016312599182128906,0.002218008041381836,2.384185791015625e-05,4.76837158203125e-07
DTW4,300,600,1.1920928955078125e-06,0.0016372203826904297,0.002122640609741211,2.3126602172851562e-05,9.5367431640625e-07
DTW4,300,600,9.5367431640625e-07,0.0016319751739501953,0.002141237258911133,2.5272369384765625e-05,4.76837158203125e-07
DTW4,300,600,9.5367431640625e-07,0.0017120838165283203,0.002199411392211914,2.4080276489257812e-05,4.76837158203125e-07
DTW4,300,600,1.430511474609375e-06,0.0016407966613769531,0.0021152496337890625,2.4080276489257812e-05,4.76837158203125e-07
DTW4,300,600,9.5367431640625e-07,0.0016367435455322266,0.0021131038665771484,2.3126602172851562e-05,4.76837158203125e-07
DTW4,300,600,9.5367431640625e-07,0.0016345977783203125,0.0021123886108398438,2.384185791015625e-05,4.76837158203125e-07
DTW4,300,600,1.1920928955078125e-06,0.0016446113586425781,0.002227306365966797,2.4080276489257812e-05,4.76837158203125e-07
DTW4,300,1200,9.5367431640625e-07,0.003572225570678711,0.004536151885986328,3.9577484130859375e-05,4.76837158203125e-07
DTW4,300,1200,1.1920928955078125e-06,0.003389120101928711,0.004344463348388672,3.719329833984375e-05,4.76837158203125e-07
DTW4,300,1200,9.5367431640625e-07,0.003267049789428711,0.004292488098144531,3.838539123535156e-05,7.152557373046875e-07
DTW4,300,1200,1.430511474609375e-06,0.0033826828002929688,0.004290580749511719,3.9577484130859375e-05,7.152557373046875e-07
DTW4,300,1200,1.1920928955078125e-06,0.003270864486694336,0.004269123077392578,3.910064697265625e-05,4.76837158203125e-07
DTW4,300,1200,1.1920928955078125e-06,0.0032699108123779297,0.0042667388916015625,3.790855407714844e-05,4.76837158203125e-07
DTW4,300,1200,9.5367431640625e-07,0.0032701492309570312,0.004252195358276367,3.8623809814453125e-05,4.76837158203125e-07
DTW4,300,1200,1.430511474609375e-06,0.0032706260681152344,0.0042438507080078125,3.743171691894531e-05,7.152557373046875e-07
DTW4,300,1200,1.1920928955078125e-06,0.0032706260681152344,0.004264354705810547,3.838539123535156e-05,7.152557373046875e-07
DTW4,300,1200,1.430511474609375e-06,0.003268003463745117,0.004254817962646484,3.719329833984375e-05,4.76837158203125e-07
DTW4,1000,1000,1.6689300537109375e-06,0.009236574172973633,0.013157844543457031,8.96453857421875e-05,1.1920928955078125e-06
DTW4,1000,1000,1.6689300537109375e-06,0.009298086166381836,0.013367891311645508,9.489059448242188e-05,7.152557373046875e-07
DTW4,1000,1000,1.6689300537109375e-06,0.009286642074584961,0.013280391693115234,9.369850158691406e-05,4.76837158203125e-07
DTW4,1000,1000,1.430511474609375e-06,0.009301185607910156,0.0132598876953125,9.036064147949219e-05,9.5367431640625e-07
DTW4,1000,1000,1.6689300537109375e-06,0.009293556213378906,0.013227224349975586,9.226799011230469e-05,7.152557373046875e-07
DTW4,1000,1000,1.6689300537109375e-06,0.009296655654907227,0.013344526290893555,9.226799011230469e-05,9.5367431640625e-07
DTW4,1000,1000,1.1682510375976562e-05,0.00935220718383789,0.013283729553222656,9.250640869140625e-05,1.1920928955078125e-06
DTW4,1000,1000,1.6689300537109375e-06,0.009354352951049805,0.013271570205688477,9.107589721679688e-05,7.152557373046875e-07
DTW4,1000,1000,1.9073486328125e-06,0.009291648864746094,0.013211488723754883,8.797645568847656e-05,1.1920928955078125e-06
DTW4,1000,1000,2.1457672119140625e-06,0.009430885314941406,0.013264179229736328,9.393692016601562e-05,1.1920928955078125e-06
DTW4,1000,2000,1.2159347534179688e-05,0.018688678741455078,0.03341937065124512,0.0002224445343017578,1.1920928955078125e-06
DTW4,1000,2000,1.9073486328125e-06,0.02162623405456543,0.04025530815124512,0.0002205371856689453,1.1920928955078125e-06
DTW4,1000,2000,2.1457672119140625e-06,0.02169013023376465,0.0401616096496582,0.00020265579223632812,7.152557373046875e-07
DTW4,1000,2000,2.86102294921875e-06,0.02149224281311035,0.0403895378112793,0.00020837783813476562,9.5367431640625e-07
DTW4,1000,2000,2.1457672119140625e-06,0.021675586700439453,0.041034698486328125,0.00024271011352539062,5.0067901611328125e-06
DTW4,1000,2000,3.0994415283203125e-06,0.021617889404296875,0.04096865653991699,0.0002124309539794922,1.1920928955078125e-06
DTW4,1000,2000,2.1457672119140625e-06,0.02187633514404297,0.04023551940917969,0.00020599365234375,9.5367431640625e-07
DTW4,1000,2000,2.384185791015625e-06,0.021376609802246094,0.04005599021911621,0.00020742416381835938,1.1920928955078125e-06
DTW4,1000,2000,2.384185791015625e-06,0.021505117416381836,0.040082693099975586,0.00020456314086914062,1.1920928955078125e-06
DTW4,1000,2000,2.384185791015625e-06,0.021669387817382812,0.04007458686828613,0.00020360946655273438,1.6689300537109375e-06
DTW4,1000,4000,2.384185791015625e-06,0.041062355041503906,0.08058905601501465,0.0003809928894042969,1.430511474609375e-06
DTW4,1000,4000,2.6226043701171875e-06,0.03728795051574707,0.06794047355651855,0.0004763603210449219,1.430511474609375e-06
DTW4,1000,4000,3.5762786865234375e-06,0.041710853576660156,0.0805349349975586,0.0003833770751953125,1.430511474609375e-06
DTW4,1000,4000,2.1457672119140625e-06,0.037644147872924805,0.0684196949005127,0.00047469139099121094,1.6689300537109375e-06
DTW4,1000,4000,2.6226043701171875e-06,0.037512779235839844,0.06850337982177734,0.0004780292510986328,7.152557373046875e-07
DTW4,1000,4000,2.6226043701171875e-06,0.03760504722595215,0.06799006462097168,0.0004820823669433594,9.5367431640625e-07
DTW4,1000,4000,2.6226043701171875e-06,0.03728985786437988,0.06893610954284668,0.00048160552978515625,9.5367431640625e-07
DTW4,1000,4000,2.384185791015625e-06,0.037297964096069336,0.07249879837036133,0.0005621910095214844,2.86102294921875e-06
DTW4,1000,4000,3.337860107421875e-06,0.03830265998840332,0.0680394172668457,0.0004830360412597656,1.1920928955078125e-06
DTW4,1000,4000,2.384185791015625e-06,0.03725624084472656,0.06819581985473633,0.0004858970642089844,1.6689300537109375e-06
DTW4,3000,3000,2.86102294921875e-06,0.09324455261230469,0.17981338500976562,0.00037384033203125,1.1920928955078125e-06
DTW4,3000,3000,2.384185791015625e-06,0.08425331115722656,0.17987895011901855,0.0003724098205566406,9.5367431640625e-07
DTW4,3000,3000,2.384185791015625e-06,0.08445024490356445,0.179595947265625,0.00037217140197753906,9.5367431640625e-07
DTW4,3000,3000,2.6226043701171875e-06,0.08450865745544434,0.17986750602722168,0.0003707408905029297,1.430511474609375e-06
DTW4,3000,3000,2.384185791015625e-06,0.08407235145568848,0.18019771575927734,0.0004296302795410156,4.291534423828125e-06
DTW4,3000,3000,3.0994415283203125e-06,0.0851736068725586,0.18023204803466797,0.00036263465881347656,9.5367431640625e-07
DTW4,3000,3000,2.384185791015625e-06,0.08445858955383301,0.17938780784606934,0.0003657341003417969,1.430511474609375e-06
DTW4,3000,3000,2.384185791015625e-06,0.08435273170471191,0.1795058250427246,0.0003559589385986328,9.5367431640625e-07
DTW4,3000,3000,2.1457672119140625e-06,0.0843348503112793,0.17946767807006836,0.0003657341003417969,1.1920928955078125e-06
DTW4,3000,3000,2.1457672119140625e-06,0.08514642715454102,0.1794281005859375,0.0003662109375,1.430511474609375e-06
DTW4,3000,6000,2.6226043701171875e-06,0.17545652389526367,0.35919833183288574,0.0021097660064697266,2.1457672119140625e-06
DTW4,3000,6000,2.6226043701171875e-06,0.18540620803833008,0.3589060306549072,0.0007779598236083984,1.6689300537109375e-06
DTW4,3000,6000,2.86102294921875e-06,0.1851339340209961,0.35819578170776367,0.0007636547088623047,1.430511474609375e-06
DTW4,3000,6000,2.6226043701171875e-06,0.17696261405944824,0.35958409309387207,0.0007572174072265625,9.5367431640625e-07
DTW4,3000,6000,3.0994415283203125e-06,0.17661404609680176,0.3588120937347412,0.0008080005645751953,1.430511474609375e-06
DTW4,3000,6000,3.337860107421875e-06,0.18578267097473145,0.3581278324127197,0.0007691383361816406,1.430511474609375e-06
DTW4,3000,6000,1.9073486328125e-06,0.1851348876953125,0.3587167263031006,0.0007772445678710938,1.1920928955078125e-06
DTW4,3000,6000,2.6226043701171875e-06,0.1757650375366211,0.3577110767364502,0.0007627010345458984,9.5367431640625e-07
DTW4,3000,6000,2.86102294921875e-06,0.17600536346435547,0.3591482639312744,0.001302480697631836,1.1920928955078125e-06
DTW4,3000,6000,4.5299530029296875e-06,0.1851186752319336,0.35835695266723633,0.0007708072662353516,1.430511474609375e-06
DTW4,3000,12000,2.6226043701171875e-06,0.37033939361572266,0.7148265838623047,0.0015859603881835938,9.5367431640625e-07
DTW4,3000,12000,3.0994415283203125e-06,0.37116456031799316,0.7132682800292969,0.001661062240600586,1.9073486328125e-06
DTW4,3000,12000,3.5762786865234375e-06,0.37122464179992676,0.7133450508117676,0.0015988349914550781,1.1920928955078125e-06
DTW4,3000,12000,3.0994415283203125e-06,0.37157678604125977,0.7135686874389648,0.0016040802001953125,1.430511474609375e-06
DTW4,3000,12000,2.6226043701171875e-06,0.37119388580322266,0.7148561477661133,0.0016241073608398438,1.9073486328125e-06
DTW4,3000,12000,3.0994415283203125e-06,0.3700118064880371,0.7135388851165771,0.001562356948852539,1.430511474609375e-06
DTW4,3000,12000,2.86102294921875e-06,0.37062621116638184,0.7133603096008301,0.0016033649444580078,2.384185791015625e-06
DTW4,3000,12000,3.0994415283203125e-06,0.37029576301574707,0.7137353420257568,0.0015861988067626953,1.430511474609375e-06
DTW4,3000,12000,3.337860107421875e-06,0.3709867000579834,0.7139852046966553,0.0015780925750732422,1.1920928955078125e-06
DTW4,3000,12000,8.106231689453125e-06,0.3704338073730469,0.7154908180236816,0.001567840576171875,1.430511474609375e-06
DTW4,10000,10000,2.86102294921875e-06,1.0156142711639404,1.9775950908660889,0.0016274452209472656,1.430511474609375e-06
DTW4,10000,10000,3.0994415283203125e-06,1.0459105968475342,1.9757916927337646,0.001653432846069336,2.6226043701171875e-06
DTW4,10000,10000,2.384185791015625e-06,1.0186879634857178,1.978259563446045,0.0016596317291259766,9.5367431640625e-07
DTW4,10000,10000,5.9604644775390625e-06,1.048433542251587,1.9721543788909912,0.0015988349914550781,1.6689300537109375e-06
DTW4,10000,10000,2.6226043701171875e-06,1.0165207386016846,1.972276210784912,0.0015783309936523438,1.1920928955078125e-06
DTW4,10000,10000,2.384185791015625e-06,1.017284870147705,1.9725782871246338,0.0016028881072998047,1.1920928955078125e-06
DTW4,10000,10000,2.86102294921875e-06,1.0438978672027588,1.9732022285461426,0.0017044544219970703,2.1457672119140625e-06
DTW4,10000,10000,4.76837158203125e-06,1.0187468528747559,1.9775104522705078,0.0016193389892578125,1.430511474609375e-06
DTW4,10000,10000,2.6226043701171875e-06,1.0170183181762695,1.974682331085205,0.0015718936920166016,1.430511474609375e-06
DTW4,10000,10000,2.86102294921875e-06,1.0478932857513428,1.978990077972412,0.001596212387084961,1.1920928955078125e-06
DTW4,10000,20000,3.5762786865234375e-06,2.033940076828003,3.9427151679992676,0.003227710723876953,1.9073486328125e-06
DTW4,10000,20000,3.0994415283203125e-06,2.0917305946350098,3.940943479537964,0.003160715103149414,1.1920928955078125e-06
DTW4,10000,20000,4.5299530029296875e-06,2.0947964191436768,3.946875810623169,0.0032892227172851562,4.0531158447265625e-06
DTW4,10000,20000,3.0994415283203125e-06,2.035492181777954,3.9399280548095703,0.0032203197479248047,3.0994415283203125e-06
DTW4,10000,20000,5.245208740234375e-06,2.0314366817474365,3.944044351577759,0.003227710723876953,1.9073486328125e-06
DTW4,10000,20000,4.76837158203125e-06,2.0927155017852783,3.9389889240264893,0.0032358169555664062,2.6226043701171875e-06
DTW4,10000,20000,2.86102294921875e-06,2.093057870864868,3.9444098472595215,0.0031991004943847656,2.1457672119140625e-06
DTW4,10000,20000,6.67572021484375e-06,2.033064603805542,3.939736843109131,0.0032732486724853516,3.0994415283203125e-06
DTW4,10000,20000,2.86102294921875e-06,2.038576126098633,3.940786600112915,0.0032722949981689453,1.9073486328125e-06
DTW4,10000,20000,7.152557373046875e-06,2.0903356075286865,3.939263343811035,0.0032196044921875,3.814697265625e-06
DTW4,10000,40000,2.86102294921875e-06,4.060083866119385,7.8677496910095215,0.011387109756469727,2.384185791015625e-06
DTW4,10000,40000,5.245208740234375e-06,4.062357187271118,7.865832328796387,0.006317853927612305,2.384185791015625e-06
DTW4,10000,40000,5.245208740234375e-06,4.06302285194397,7.876638174057007,0.006521463394165039,2.384185791015625e-06
DTW4,10000,40000,5.4836273193359375e-06,4.182825326919556,7.8739471435546875,0.006621122360229492,2.384185791015625e-06
DTW4,10000,40000,5.7220458984375e-06,4.073232889175415,7.870045185089111,0.006602287292480469,2.384185791015625e-06
DTW4,10000,40000,5.245208740234375e-06,4.181544065475464,7.8729774951934814,0.006525754928588867,1.9073486328125e-06
DTW4,10000,40000,5.245208740234375e-06,4.0600950717926025,7.874558210372925,0.006516695022583008,2.6226043701171875e-06
DTW4,10000,40000,5.4836273193359375e-06,4.181712865829468,7.867583751678467,0.006557464599609375,1.9073486328125e-06
DTW4,10000,40000,6.198883056640625e-06,4.064803600311279,7.8707520961761475,0.0065076351165771484,2.1457672119140625e-06
DTW4,10000,40000,5.4836273193359375e-06,4.181405305862427,7.870885133743286,0.006585121154785156,2.1457672119140625e-06
DTW4,30000,30000,5.4836273193359375e-06,9.15733027458191,17.7007737159729,0.0070416927337646484,2.1457672119140625e-06
DTW4,30000,30000,5.245208740234375e-06,9.453286409378052,17.708510160446167,0.0061397552490234375,2.1457672119140625e-06
DTW4,30000,30000,5.4836273193359375e-06,9.143845081329346,17.70354461669922,0.006181240081787109,2.384185791015625e-06
DTW4,30000,30000,5.7220458984375e-06,9.405644655227661,17.710205078125,0.015591621398925781,1.9073486328125e-06
DTW4,30000,30000,5.7220458984375e-06,9.149832487106323,17.70790457725525,0.015460968017578125,2.1457672119140625e-06
DTW4,30000,30000,5.4836273193359375e-06,9.141930341720581,17.722174644470215,0.015173196792602539,2.384185791015625e-06
DTW4,30000,30000,5.7220458984375e-06,9.405318021774292,17.707723140716553,0.00613856315612793,2.1457672119140625e-06
DTW4,30000,30000,5.4836273193359375e-06,9.142849922180176,17.727336645126343,0.01568913459777832,2.6226043701171875e-06
DTW4,30000,30000,5.4836273193359375e-06,9.14907717704773,17.717657566070557,0.015559196472167969,2.384185791015625e-06
DTW4,30000,30000,5.7220458984375e-06,9.405524015426636,17.707418203353882,0.006201505661010742,2.6226043701171875e-06
DTW4,30000,60000,5.9604644775390625e-06,18.357746124267578,35.40437173843384,0.011905908584594727,2.1457672119140625e-06
DTW4,30000,60000,5.0067901611328125e-06,18.898547887802124,35.382943868637085,0.012053489685058594,2.1457672119140625e-06
DTW4,30000,60000,5.245208740234375e-06,18.81161642074585,35.40414094924927,0.014606714248657227,1.9073486328125e-06
DTW4,30000,60000,7.62939453125e-06,18.307825326919556,35.39136791229248,0.01188802719116211,2.384185791015625e-06
DTW4,30000,60000,5.9604644775390625e-06,18.385592222213745,35.405731439590454,0.011969804763793945,2.6226043701171875e-06
DTW4,30000,60000,5.7220458984375e-06,18.89174509048462,35.41265797615051,0.014827251434326172,1.9073486328125e-06
DTW4,30000,60000,6.9141387939453125e-06,18.816657304763794,35.412588596343994,0.011884450912475586,1.1920928955078125e-06
DTW4,30000,60000,5.7220458984375e-06,18.29738473892212,35.39819002151489,0.011888265609741211,2.1457672119140625e-06
DTW4,30000,60000,5.7220458984375e-06,18.377159357070923,35.41527271270752,0.011938095092773438,1.1920928955078125e-06
DTW4,30000,60000,6.198883056640625e-06,18.90882897377014,35.43846368789673,0.012078046798706055,1.1920928955078125e-06
DTW4,30000,120000,5.7220458984375e-06,36.58991479873657,74.40086460113525,0.025473833084106445,2.6226043701171875e-06
DTW4,30000,120000,7.3909759521484375e-06,36.61087512969971,74.34196066856384,0.025809049606323242,1.6689300537109375e-06
DTW4,30000,120000,7.867813110351562e-06,36.61880946159363,74.27674317359924,0.025841474533081055,1.6689300537109375e-06
DTW4,30000,120000,7.62939453125e-06,37.676756858825684,74.35756468772888,0.02612900733947754,1.9073486328125e-06
DTW4,30000,120000,7.152557373046875e-06,36.63459062576294,74.30680584907532,0.0255892276763916,2.6226043701171875e-06
DTW4,30000,120000,7.867813110351562e-06,37.6417441368103,74.24812984466553,0.025554656982421875,1.9073486328125e-06
DTW4,30000,120000,6.9141387939453125e-06,36.63454794883728,74.20799207687378,0.025372028350830078,2.1457672119140625e-06
DTW4,30000,120000,7.152557373046875e-06,37.72235655784607,74.26222634315491,0.025945663452148438,2.1457672119140625e-06
DTW4,30000,120000,6.9141387939453125e-06,36.69070243835449,74.32102632522583,0.025690793991088867,1.9073486328125e-06
DTW4,30000,120000,8.106231689453125e-06,37.64467239379883,74.13560128211975,0.02565169334411621,2.6226043701171875e-06
DTW5,100,100,6.4373016357421875e-06,0.00013136863708496094,0.0006036758422851562,3.981590270996094e-05,9.5367431640625e-07
DTW5,100,100,1.430511474609375e-06,0.00010061264038085938,0.0001246929168701172,1.1920928955078125e-05,4.76837158203125e-07
DTW5,100,100,1.1920928955078125e-06,9.679794311523438e-05,0.00011801719665527344,1.0728836059570312e-05,4.76837158203125e-07
DTW5,100,100,7.152557373046875e-07,9.608268737792969e-05,0.00011610984802246094,1.0251998901367188e-05,2.384185791015625e-07
DTW5,100,100,9.5367431640625e-07,9.584426879882812e-05,0.00011682510375976562,1.049041748046875e-05,2.384185791015625e-07
DTW5,100,100,9.5367431640625e-07,9.584426879882812e-05,0.00011563301086425781,1.0013580322265625e-05,2.384185791015625e-07
DTW5,100,100,9.5367431640625e-07,9.5367431640625e-05,0.00011563301086425781,9.5367431640625e-06,2.384185791015625e-07
DTW5,100,100,1.1920928955078125e-06,9.560585021972656e-05,0.00011515617370605469,9.775161743164062e-06,2.384185791015625e-07
DTW5,100,100,7.152557373046875e-07,9.584426879882812e-05,0.00011563301086425781,1.0013580322265625e-05,2.384185791015625e-07
DTW5,100,100,7.152557373046875e-07,9.560585021972656e-05,0.00011491775512695312,9.5367431640625e-06,4.76837158203125e-07
DTW5,100,200,9.5367431640625e-07,0.00021457672119140625,0.00024771690368652344,1.430511474609375e-05,7.152557373046875e-07
DTW5,100,200,1.1920928955078125e-06,0.00020313262939453125,0.00023436546325683594,1.2636184692382812e-05,2.384185791015625e-07
DTW5,100,200,9.5367431640625e-07,0.00021147727966308594,0.00022530555725097656,1.1920928955078125e-05,2.384185791015625e-07
DTW5,100,200,9.5367431640625e-07,0.0001862049102783203,0.00021457672119140625,1.1205673217773438e-05,4.76837158203125e-07
DTW5,100,200,9.5367431640625e-07,0.00018644332885742188,0.0002117156982421875,1.1682510375976562e-05,7.152557373046875e-07
DTW5,100,200,9.5367431640625e-07,0.00018930435180664062,0.00021076202392578125,1.1205673217773438e-05,4.76837158203125e-07
DTW5,100,200,9.5367431640625e-07,0.00018644332885742188,0.00021123886108398438,1.1205673217773438e-05,4.76837158203125e-07
DTW5,100,200,7.152557373046875e-07,0.0001862049102783203,0.00021123886108398438,1.1205673217773438e-05,4.76837158203125e-07
DTW5,100,200,7.152557373046875e-07,0.0001862049102783203,0.0002105236053466797,1.1682510375976562e-05,4.76837158203125e-07
DTW5,100,200,7.152557373046875e-07,0.00018930435180664062,0.0002124309539794922,1.1205673217773438e-05,4.76837158203125e-07
DTW5,100,400,7.152557373046875e-07,0.00041294097900390625,0.0005707740783691406,2.0503997802734375e-05,4.76837158203125e-07
DTW5,100,400,1.430511474609375e-06,0.00038695335388183594,0.00044155120849609375,1.6450881958007812e-05,4.76837158203125e-07
DTW5,100,400,9.5367431640625e-07,0.0003666877746582031,0.0004227161407470703,1.5974044799804688e-05,7.152557373046875e-07
DTW5,100,400,9.5367431640625e-07,0.0003669261932373047,0.0004191398620605469,1.5735626220703125e-05,4.76837158203125e-07
DTW5,100,400,9.5367431640625e-07,0.0003666877746582031,0.00042629241943359375,1.6689300537109375e-05,4.76837158203125e-07
DTW5,100,400,9.5367431640625e-07,0.0003669261932373047,0.00041866302490234375,1.5497207641601562e-05,7.152557373046875e-07
