algorithm,load_chroma,downsample_adaptive,compute_cost,accum_steps,get_path,upsample,output
DTW1,0.003133535385131836,7.3909759521484375e-06,0.922701358795166,6.737934350967407,0.0063533782958984375,4.0531158447265625e-06,0.0008490085601806641
DTW1,0.0019540786743164062,1.9073486328125e-06,0.42605113983154297,7.063406944274902,0.00924539566040039,4.5299530029296875e-06,0.0016167163848876953
DTW1,0.0025739669799804688,3.814697265625e-06,0.797551155090332,7.900515556335449,0.002758502960205078,3.5762786865234375e-06,0.00081634521484375
DTW1,0.0029540061950683594,3.337860107421875e-06,0.7833447456359863,6.943795204162598,0.005168914794921875,5.9604644775390625e-06,0.0011038780212402344
DTW1,0.007760047912597656,5.245208740234375e-06,0.9752483367919922,7.445732355117798,0.03445625305175781,3.814697265625e-06,0.001043081283569336
DTW1,0.013158559799194336,2.86102294921875e-06,0.5342035293579102,7.316278696060181,0.002000093460083008,4.291534423828125e-06,0.0007269382476806641
DTW1,0.0024979114532470703,3.5762786865234375e-06,0.5277180671691895,6.117024660110474,0.014800071716308594,5.245208740234375e-06,0.0009200572967529297
DTW1,0.004248857498168945,1.8596649169921875e-05,0.772341251373291,6.493751525878906,0.0018734931945800781,2.6226043701171875e-06,0.0006058216094970703
DTW1,0.0019278526306152344,2.384185791015625e-06,0.7561860084533691,8.207263708114624,0.002647876739501953,5.9604644775390625e-06,0.0013430118560791016
DTW1,0.0022389888763427734,2.384185791015625e-06,0.6138942241668701,7.585663318634033,0.003175973892211914,6.4373016357421875e-06,0.0008113384246826172
DTW1,0.0018401145935058594,2.1457672119140625e-06,0.5193862915039062,7.114722013473511,0.002007007598876953,2.384185791015625e-06,0.0006785392761230469
DTW1,0.002595186233520508,4.291534423828125e-06,0.6342432498931885,6.39401912689209,0.0025854110717773438,3.337860107421875e-06,0.0007269382476806641
DTW1,0.0022339820861816406,3.5762786865234375e-06,0.44921398162841797,6.620885133743286,0.0017352104187011719,3.814697265625e-06,0.0006499290466308594
DTW1,0.00208282470703125,2.86102294921875e-06,0.39584946632385254,5.898725271224976,0.0033936500549316406,5.0067901611328125e-06,0.0011758804321289062
DTW1,0.0040209293365478516,6.4373016357421875e-06,0.7708709239959717,6.3070313930511475,0.0017919540405273438,2.384185791015625e-06,0.0006005764007568359
DTW1,0.0018076896667480469,3.0994415283203125e-06,0.6238400936126709,7.51561975479126,0.0029625892639160156,5.9604644775390625e-06,0.0009829998016357422
DTW1,0.0031032562255859375,4.291534423828125e-06,0.5489852428436279,7.279954195022583,0.0018236637115478516,2.86102294921875e-06,0.0006053447723388672
DTW1,0.0029685497283935547,5.245208740234375e-06,0.6223874092102051,7.095704555511475,0.01152348518371582,5.0067901611328125e-06,0.0006375312805175781
DTW1,0.0036194324493408203,1.621246337890625e-05,1.0244464874267578,7.075122833251953,0.0026869773864746094,3.0994415283203125e-06,0.0009543895721435547
DTW1,0.002831697463989258,4.0531158447265625e-06,0.6136486530303955,6.911007881164551,0.0018689632415771484,3.0994415283203125e-06,0.0006320476531982422
DTW1,0.00231170654296875,3.5762786865234375e-06,1.0032474994659424,7.296883821487427,0.00327301025390625,7.152557373046875e-06,0.0012536048889160156
DTW1,0.0027909278869628906,4.0531158447265625e-06,0.7907733917236328,7.110292196273804,0.004533290863037109,2.86102294921875e-06,0.0005235671997070312
DTW1,0.0025568008422851562,4.291534423828125e-06,0.6331789493560791,6.515428781509399,0.0029363632202148438,6.67572021484375e-06,0.0010700225830078125
